Lead_ID,Source,Program_Interested,Date_Enquired,Call_Attended,Demo_Attended,Follow_Ups,Days_to_First_Contact,Counselor_Name,Lead_Score,Converted
L03187,YouTube,MSC,2025-02-11,Yes,Yes,5,4,Counselor_5,24,No
L03188,YouTube,BCOM,2025-03-21,Yes,Yes,2,1,Counselor_41,58,No
L03189,Google Ads,PGDM,2025-02-24,Yes,Yes,4,4,Counselor_19,23,No
L03190,Referral,PGCP,2025-04-03,No,No,1,0,Counselor_5,75,No
L03191,Referral,MCA,2025-03-20,Yes,Yes,4,4,Counselor_43,46,No
L03192,Instagram,PGDM,2025-03-16,No,No,1,3,Counselor_46,40,No
L03193,LinkedIn,BSC,2025-02-26,Yes,Yes,5,5,Counselor_14,24,No
L03194,LinkedIn,BA,2025-04-17,Yes,Yes,6,5,Counselor_20,40,No
L03195,Referral,MA,2025-01-23,Yes,Yes,6,2,Counselor_5,90,Yes
L03196,Google Ads,BCA,2025-02-01,Yes,No,1,3,Counselor_14,58,No
L03197,Google Ads,PGCP,2025-04-19,Yes,Yes,2,5,Counselor_8,64,No
L03198,Facebook,BCA,2025-02-06,Yes,No,4,2,Counselor_48,34,No
L03199,WhatsApp,MSC,2025-02-26,Yes,Yes,2,1,Counselor_5,85,No
L03200,WhatsApp,BA,2025-03-12,Yes,No,3,0,Counselor_15,58,No
L03201,Google Ads,BSC,2025-03-03,Yes,No,6,4,Counselor_17,91,No
L03202,Referral,BCOM,2025-04-14,Yes,Yes,2,4,Counselor_47,36,No
L03203,WhatsApp,MCOM,2025-03-27,Yes,Yes,2,0,Counselor_10,74,No
L03204,Facebook,MBA,2025-03-15,No,No,2,3,Counselor_46,43,No
L03205,Instagram,BCA,2025-04-25,Yes,Yes,4,0,Counselor_39,68,No
L03206,WhatsApp,PGCP,2025-01-10,Yes,No,6,3,Counselor_16,55,No
L03207,LinkedIn,MBA,2025-01-18,No,No,0,1,Counselor_44,48,No
L03208,Google Ads,BA,2025-03-17,Yes,Yes,2,5,Counselor_29,74,No
L03209,WhatsApp,BCOM,2025-02-15,Yes,Yes,4,3,Counselor_40,29,No
L03210,Facebook,MCA,2025-03-23,Yes,No,1,2,Counselor_19,23,No
L03211,LinkedIn,MA,2025-02-01,No,No,1,0,Counselor_30,58,No
L03212,WhatsApp,PGDM,2025-02-25,No,No,0,3,Counselor_4,34,No
L03213,WhatsApp,MA,2025-03-04,No,No,1,1,Counselor_5,92,No
L03214,Facebook,BSC,2025-02-18,No,No,2,2,Counselor_23,94,No
L03215,LinkedIn,BSC,2025-01-24,Yes,Yes,3,0,Counselor_20,25,No
L03216,Website,MA,2025-04-29,No,No,2,2,Counselor_1,42,No
L03217,Facebook,PGDM,2025-01-09,No,No,0,2,Counselor_50,56,No
L03218,Google Ads,BCA,2025-02-21,Yes,Yes,5,1,Counselor_37,20,No
L03219,Google Ads,BCOM,2025-04-07,Yes,Yes,3,2,Counselor_18,68,No
L03220,Instagram,PGDM,2025-03-29,Yes,Yes,2,1,Counselor_23,31,No
L03221,Instagram,MCOM,2025-03-31,No,No,1,4,Counselor_34,79,No
L03222,Facebook,MA,2025-01-09,Yes,No,3,0,Counselor_38,61,No
L03223,Google Ads,MA,2025-02-26,Yes,Yes,1,4,Counselor_13,26,No
L03224,Facebook,BCA,2025-01-07,Yes,No,5,3,Counselor_16,30,No
L03225,Google Ads,MA,2025-03-16,Yes,Yes,1,2,Counselor_15,75,Yes
L03226,WhatsApp,MCA,2025-03-22,Yes,No,4,4,Counselor_5,90,No
L03227,YouTube,MSC,2025-01-06,Yes,Yes,5,2,Counselor_28,58,No
L03228,LinkedIn,PGDM,2025-04-08,Yes,Yes,6,4,Counselor_42,20,No
L03229,LinkedIn,PGCP,2025-04-16,Yes,Yes,6,0,Counselor_24,53,No
L03230,LinkedIn,MA,2025-01-02,Yes,Yes,2,0,Counselor_12,84,Yes
L03231,Facebook,BSC,2025-03-30,No,No,2,0,Counselor_44,61,No
L03232,LinkedIn,MCA,2025-02-06,No,No,0,2,Counselor_10,23,No
L03233,WhatsApp,PGCP,2025-03-03,Yes,Yes,3,2,Counselor_48,95,No
L03234,Website,MSC,2025-04-21,Yes,No,2,5,Counselor_34,38,No
L03235,LinkedIn,MCA,2025-04-20,Yes,Yes,3,1,Counselor_38,36,No
L03236,LinkedIn,BSC,2025-01-23,Yes,Yes,6,0,Counselor_7,25,No
L03237,Instagram,MSC,2025-04-08,Yes,Yes,2,1,Counselor_37,32,No
L03238,Referral,MA,2025-03-24,Yes,Yes,4,0,Counselor_14,40,No
L03239,Referral,BA,2025-02-02,Yes,No,6,2,Counselor_22,36,No
L03240,Referral,MCOM,2025-01-24,Yes,Yes,3,4,Counselor_29,74,No
L03241,LinkedIn,MCOM,2025-03-16,Yes,Yes,3,1,Counselor_48,26,No
L03242,Facebook,MA,2025-02-25,No,No,2,5,Counselor_31,51,No
L03243,Google Ads,BSC,2025-03-15,Yes,No,2,4,Counselor_31,49,No
L03244,Facebook,PGCP,2025-04-17,No,No,1,5,Counselor_12,69,No
L03245,WhatsApp,PGDM,2025-04-15,Yes,No,3,3,Counselor_49,69,No
L03246,LinkedIn,PGDM,2025-04-11,Yes,No,1,4,Counselor_27,73,No
L03247,Google Ads,MSC,2025-02-04,Yes,No,2,1,Counselor_26,94,No
L03248,Facebook,MCA,2025-02-06,No,No,1,3,Counselor_28,60,No
L03249,Referral,PGDM,2025-01-27,Yes,No,6,3,Counselor_9,93,No
L03250,Facebook,MA,2025-01-20,Yes,No,6,3,Counselor_32,95,No
L03251,LinkedIn,MCOM,2025-01-14,Yes,Yes,6,3,Counselor_42,73,No
L03252,Referral,PGDM,2025-02-04,Yes,No,4,4,Counselor_22,84,No
L03253,WhatsApp,MA,2025-03-27,Yes,Yes,1,3,Counselor_47,88,Yes
L03254,YouTube,BA,2025-03-23,Yes,No,5,5,Counselor_5,73,No
L03255,Instagram,PGDM,2025-04-21,Yes,No,1,0,Counselor_26,85,No
L03256,Referral,BCOM,2025-01-12,Yes,Yes,2,3,Counselor_9,68,Yes
L03257,LinkedIn,MBA,2025-05-01,Yes,Yes,4,3,Counselor_36,22,No
L03258,LinkedIn,PGCP,2025-04-04,Yes,Yes,2,0,Counselor_19,70,No
L03259,Google Ads,BCOM,2025-02-20,Yes,No,2,5,Counselor_38,41,No
L03260,WhatsApp,MCOM,2025-02-14,No,No,0,1,Counselor_39,33,No
L03261,YouTube,MCA,2025-04-06,No,No,2,5,Counselor_20,21,No
L03262,Referral,PGCP,2025-04-16,Yes,Yes,6,0,Counselor_43,34,No
L03263,LinkedIn,BSC,2025-02-22,No,No,1,5,Counselor_19,92,No
L03264,YouTube,MSC,2025-03-21,Yes,No,1,3,Counselor_44,90,No
L03265,Referral,MA,2025-02-12,Yes,Yes,1,3,Counselor_7,41,No
L03266,Facebook,BA,2025-01-04,Yes,No,2,4,Counselor_39,54,No
L03267,Website,MSC,2025-01-25,Yes,Yes,3,1,Counselor_31,73,No
L03268,Referral,BSC,2025-02-05,Yes,Yes,1,4,Counselor_35,53,No
L03269,Instagram,MBA,2025-01-10,No,No,1,4,Counselor_14,24,No
L03270,Instagram,MCOM,2025-04-27,Yes,Yes,1,2,Counselor_38,95,No
L03271,Instagram,MBA,2025-01-07,No,No,2,1,Counselor_3,39,No
L03272,WhatsApp,PGCP,2025-04-29,Yes,No,1,5,Counselor_5,25,No
L03273,Referral,MCOM,2025-01-19,Yes,No,2,2,Counselor_33,62,No
L03274,Google Ads,BCA,2025-02-03,No,No,0,1,Counselor_21,45,No
L03275,Instagram,PGCP,2025-01-08,Yes,Yes,6,0,Counselor_32,95,Yes
L03276,WhatsApp,MBA,2025-01-11,Yes,Yes,6,0,Counselor_32,34,No
L03277,Referral,MCA,2025-04-11,No,No,2,5,Counselor_20,22,No
L03278,LinkedIn,MCOM,2025-04-26,Yes,No,2,4,Counselor_36,31,No
L03279,Google Ads,MSC,2025-01-16,Yes,Yes,6,2,Counselor_21,37,No
L03280,YouTube,MSC,2025-04-09,No,No,0,3,Counselor_31,85,No
L03281,Facebook,BCOM,2025-02-18,Yes,Yes,5,0,Counselor_16,90,No
L03282,Instagram,MBA,2025-04-28,Yes,Yes,1,5,Counselor_25,35,No
L03283,Google Ads,MCA,2025-02-01,Yes,Yes,3,0,Counselor_5,50,No
L03284,Instagram,PGDM,2025-01-28,Yes,Yes,6,3,Counselor_43,43,No
L03285,WhatsApp,MSC,2025-02-22,Yes,No,3,1,Counselor_21,42,No
L03286,YouTube,MCOM,2025-04-25,Yes,Yes,3,2,Counselor_32,28,No
L03287,YouTube,BA,2025-03-11,Yes,No,5,4,Counselor_23,74,No
L03288,WhatsApp,BA,2025-02-06,Yes,No,5,1,Counselor_4,23,No
L03289,Facebook,MSC,2025-03-17,No,No,2,5,Counselor_22,75,No
L03290,YouTube,PGDM,2025-05-01,Yes,Yes,3,2,Counselor_50,84,Yes
L03291,LinkedIn,MCA,2025-02-27,Yes,Yes,2,3,Counselor_26,37,No
L03292,Facebook,PGCP,2025-02-16,Yes,Yes,1,3,Counselor_2,25,No
L03293,Instagram,MCOM,2025-04-20,No,No,1,0,Counselor_15,20,No
L03294,WhatsApp,BCA,2025-03-24,No,No,1,1,Counselor_17,25,No
L03295,YouTube,MSC,2025-04-23,Yes,No,4,3,Counselor_35,27,No
L03296,Google Ads,MSC,2025-03-04,Yes,Yes,4,3,Counselor_11,44,No
L03297,Instagram,MSC,2025-02-14,No,No,2,1,Counselor_9,49,No
L03298,LinkedIn,BCA,2025-01-19,Yes,Yes,3,0,Counselor_35,55,No
L03299,YouTube,PGDM,2025-04-21,Yes,Yes,5,4,Counselor_39,58,No
L03300,Website,MBA,2025-02-04,Yes,No,5,2,Counselor_29,34,No
L03301,Referral,PGDM,2025-04-24,No,No,2,0,Counselor_16,64,No
L03302,Website,PGDM,2025-01-25,Yes,No,4,1,Counselor_11,87,No
L03303,LinkedIn,MBA,2025-04-12,No,No,1,0,Counselor_41,66,No
L03304,YouTube,BCA,2025-01-06,Yes,Yes,2,0,Counselor_9,89,Yes
L03305,Instagram,MBA,2025-04-25,Yes,No,6,2,Counselor_16,58,No
L03306,Instagram,BA,2025-02-12,No,No,0,4,Counselor_49,32,No
L03307,Google Ads,MCOM,2025-03-02,Yes,No,3,5,Counselor_41,36,No
L03308,Website,MCA,2025-01-11,Yes,No,5,1,Counselor_2,69,No
L03309,Referral,PGDM,2025-03-05,No,No,2,5,Counselor_46,23,No
L03310,Referral,BCOM,2025-03-13,Yes,Yes,2,0,Counselor_15,76,Yes
L03311,Referral,PGCP,2025-03-18,Yes,Yes,3,4,Counselor_21,64,No
L03312,Facebook,BA,2025-03-15,Yes,No,5,2,Counselor_12,93,No
L03313,Website,PGCP,2025-03-19,No,No,2,5,Counselor_4,58,No
L03314,Facebook,MCA,2025-03-08,Yes,Yes,1,3,Counselor_5,26,No
L03315,WhatsApp,PGDM,2025-02-23,Yes,Yes,3,2,Counselor_29,25,No
L03316,Instagram,PGCP,2025-02-10,Yes,Yes,2,3,Counselor_43,91,Yes
L03317,Website,MCA,2025-02-15,Yes,Yes,3,1,Counselor_31,71,No
L03318,LinkedIn,BSC,2025-03-20,No,No,1,2,Counselor_20,78,No
L03319,YouTube,MCA,2025-02-11,No,No,0,4,Counselor_19,43,No
L03320,Referral,MCA,2025-04-26,Yes,Yes,5,0,Counselor_50,24,No
L03321,Google Ads,MSC,2025-02-28,No,No,1,0,Counselor_47,62,No
L03322,Facebook,MA,2025-05-01,No,No,2,0,Counselor_21,88,No
L03323,Facebook,PGDM,2025-02-28,Yes,No,1,3,Counselor_12,83,No
L03324,WhatsApp,MBA,2025-01-21,Yes,Yes,1,1,Counselor_49,47,No
L03325,Referral,BSC,2025-01-19,Yes,Yes,5,2,Counselor_23,43,No
L03326,Referral,MSC,2025-02-11,Yes,No,2,4,Counselor_25,48,No
L03327,Website,MCOM,2025-01-03,No,No,0,4,Counselor_28,70,No
L03328,LinkedIn,BA,2025-03-18,Yes,Yes,4,2,Counselor_11,37,No
L03329,LinkedIn,MBA,2025-02-08,Yes,Yes,2,0,Counselor_23,50,No
L03330,LinkedIn,PGCP,2025-02-18,Yes,Yes,1,3,Counselor_15,36,No
L03331,Facebook,MBA,2025-01-28,Yes,Yes,2,4,Counselor_3,58,No
L03332,Facebook,MBA,2025-01-24,Yes,Yes,6,4,Counselor_4,33,No
L03333,Referral,BSC,2025-02-01,Yes,No,4,4,Counselor_32,30,No
L03334,Website,MBA,2025-01-08,Yes,Yes,5,5,Counselor_22,75,Yes
L03335,LinkedIn,MCA,2025-04-18,Yes,No,6,2,Counselor_45,83,No
L03336,Instagram,BCA,2025-04-05,Yes,No,3,0,Counselor_47,77,No
L03337,LinkedIn,MA,2025-01-01,Yes,No,6,1,Counselor_9,49,No
L03338,Instagram,PGCP,2025-03-25,Yes,Yes,5,0,Counselor_19,62,Yes
L03339,YouTube,MCOM,2025-04-18,Yes,Yes,6,0,Counselor_40,57,No
L03340,Facebook,MA,2025-03-28,Yes,No,1,5,Counselor_29,83,No
L03341,WhatsApp,PGCP,2025-04-02,Yes,Yes,2,5,Counselor_31,73,Yes
L03342,Website,BA,2025-01-21,Yes,No,6,2,Counselor_31,90,No
L03343,Website,PGCP,2025-03-26,Yes,No,1,1,Counselor_9,51,No
L03344,Instagram,BSC,2025-01-15,Yes,No,6,3,Counselor_2,69,No
L03345,YouTube,BSC,2025-02-24,Yes,Yes,2,1,Counselor_44,82,Yes
L03346,Facebook,BA,2025-01-20,Yes,Yes,6,4,Counselor_47,56,No
L03347,Facebook,PGCP,2025-01-29,No,No,0,0,Counselor_19,39,No
L03348,Google Ads,MA,2025-01-03,Yes,No,2,3,Counselor_22,51,No
L03349,LinkedIn,MA,2025-03-31,Yes,Yes,3,3,Counselor_23,84,No
L03350,WhatsApp,BA,2025-01-27,Yes,Yes,5,5,Counselor_17,33,No
L03351,YouTube,BSC,2025-03-12,Yes,No,4,2,Counselor_37,29,No
L03352,Facebook,MA,2025-04-28,Yes,Yes,1,2,Counselor_43,23,No
L03353,WhatsApp,PGDM,2025-01-21,No,No,1,2,Counselor_12,75,No
L03354,YouTube,MA,2025-04-22,No,No,0,1,Counselor_32,43,No
L03355,Google Ads,PGDM,2025-05-01,Yes,No,2,3,Counselor_24,70,No
L03356,Facebook,PGCP,2025-03-20,Yes,Yes,5,3,Counselor_33,57,No
L03357,WhatsApp,MCA,2025-01-22,Yes,No,3,5,Counselor_24,35,No
L03358,Website,MCOM,2025-02-22,Yes,Yes,4,4,Counselor_9,92,Yes
L03359,WhatsApp,BCA,2025-04-29,Yes,Yes,6,0,Counselor_27,36,No
L03360,YouTube,PGCP,2025-04-02,Yes,Yes,2,5,Counselor_21,22,No
L03361,YouTube,BA,2025-04-10,Yes,No,3,1,Counselor_5,36,No
L03362,Instagram,MCOM,2025-02-25,No,No,2,2,Counselor_1,43,No
L03363,LinkedIn,MA,2025-02-07,No,No,1,4,Counselor_45,20,No
L03364,Google Ads,PGDM,2025-03-05,No,No,1,1,Counselor_24,34,No
L03365,Google Ads,BSC,2025-01-07,Yes,Yes,6,4,Counselor_34,37,No
L03366,Instagram,MCOM,2025-02-27,Yes,No,2,1,Counselor_13,76,No
L03367,LinkedIn,MBA,2025-04-29,Yes,No,3,0,Counselor_46,70,No
L03368,YouTube,PGCP,2025-04-09,No,No,0,3,Counselor_13,72,No
L03369,Referral,BSC,2025-01-18,No,No,2,3,Counselor_13,20,No
L03370,Instagram,MSC,2025-01-18,No,No,0,0,Counselor_4,86,No
L03371,Google Ads,BCA,2025-04-28,Yes,Yes,3,4,Counselor_14,46,No
L03372,Referral,PGCP,2025-04-19,Yes,Yes,1,4,Counselor_11,89,No
L03373,YouTube,BSC,2025-01-11,Yes,Yes,3,5,Counselor_44,52,No
L03374,Google Ads,PGCP,2025-04-23,No,No,0,0,Counselor_36,67,No
L03375,WhatsApp,MCOM,2025-03-14,No,No,0,0,Counselor_13,38,No
L03376,Google Ads,BA,2025-02-17,No,No,0,4,Counselor_14,67,No
L03377,Website,BSC,2025-04-24,No,No,0,0,Counselor_22,57,No
L03378,WhatsApp,MSC,2025-03-02,Yes,No,6,5,Counselor_46,27,No
L03379,Website,MA,2025-03-09,No,No,2,5,Counselor_49,24,No
L03380,Google Ads,MCOM,2025-03-23,Yes,Yes,3,1,Counselor_5,64,Yes
L03381,Facebook,MSC,2025-03-29,Yes,Yes,5,5,Counselor_42,33,No
L03382,Google Ads,BCA,2025-03-24,Yes,Yes,3,2,Counselor_33,26,No
L03383,Referral,MBA,2025-03-21,Yes,Yes,4,4,Counselor_21,68,Yes
L03384,Instagram,BCOM,2025-04-18,No,No,2,2,Counselor_3,31,No
L03385,Website,MCA,2025-04-24,Yes,No,1,3,Counselor_39,87,No
L03386,Referral,BCOM,2025-03-31,Yes,Yes,3,4,Counselor_25,74,No
L03387,WhatsApp,MSC,2025-01-11,Yes,Yes,4,3,Counselor_23,94,No
L03388,Referral,BSC,2025-01-26,Yes,Yes,1,5,Counselor_21,23,No
L03389,Facebook,BCA,2025-01-27,Yes,Yes,6,4,Counselor_5,95,Yes
L03390,Facebook,BCOM,2025-04-01,Yes,Yes,3,1,Counselor_16,94,No
L03391,LinkedIn,MCOM,2025-01-21,Yes,No,1,3,Counselor_50,81,No
L03392,Facebook,BCA,2025-01-06,Yes,Yes,3,3,Counselor_28,90,Yes
L03393,Referral,MBA,2025-04-15,No,No,0,0,Counselor_10,85,No
L03394,Facebook,MA,2025-01-21,No,No,1,1,Counselor_31,69,No
L03395,WhatsApp,BA,2025-03-13,No,No,0,2,Counselor_21,28,No
L03396,Facebook,MBA,2025-01-22,Yes,No,3,2,Counselor_28,33,No
L03397,Referral,MBA,2025-04-13,Yes,No,1,4,Counselor_37,80,No
L03398,LinkedIn,MBA,2025-03-23,Yes,No,5,5,Counselor_11,81,No
L03399,YouTube,BCOM,2025-02-28,No,No,0,0,Counselor_49,84,No
L03400,Google Ads,MCA,2025-02-10,Yes,No,6,4,Counselor_25,45,No
L03401,Website,BA,2025-01-08,Yes,No,2,0,Counselor_4,38,No
L03402,Google Ads,MCA,2025-01-25,Yes,Yes,2,5,Counselor_4,64,No
L03403,YouTube,BSC,2025-02-27,No,No,0,4,Counselor_46,74,No
L03404,Instagram,BSC,2025-03-16,Yes,Yes,4,2,Counselor_46,75,Yes
L03405,WhatsApp,PGCP,2025-04-09,Yes,Yes,5,4,Counselor_47,68,No
L03406,Referral,MA,2025-02-06,No,No,0,0,Counselor_40,66,No
L03407,LinkedIn,MCA,2025-04-30,No,No,1,1,Counselor_44,68,No
L03408,Facebook,MA,2025-04-10,Yes,Yes,6,1,Counselor_9,31,No
L03409,Instagram,MCOM,2025-02-01,No,No,2,0,Counselor_30,22,No
L03410,Facebook,MCOM,2025-03-03,Yes,Yes,1,2,Counselor_32,95,Yes
L03411,Facebook,MBA,2025-04-06,No,No,0,0,Counselor_26,39,No
L03412,WhatsApp,MBA,2025-01-04,Yes,Yes,3,4,Counselor_37,46,No
L03413,Google Ads,BCOM,2025-04-27,Yes,Yes,5,1,Counselor_15,60,No
L03414,Google Ads,BCA,2025-03-06,No,No,1,3,Counselor_6,43,No
L03415,Instagram,MCOM,2025-03-15,Yes,Yes,3,3,Counselor_16,84,No
L03416,WhatsApp,MCOM,2025-03-28,No,No,0,0,Counselor_14,31,No
L03417,YouTube,MCA,2025-04-15,Yes,Yes,2,4,Counselor_10,59,No
L03418,WhatsApp,BCA,2025-02-12,Yes,No,2,5,Counselor_32,36,No
L03419,Google Ads,MBA,2025-01-06,No,No,2,5,Counselor_44,38,No
L03420,Website,BCA,2025-02-20,Yes,Yes,6,5,Counselor_25,22,No
L03421,Facebook,MSC,2025-03-17,Yes,No,3,1,Counselor_10,83,No
L03422,Instagram,PGCP,2025-03-25,Yes,Yes,6,5,Counselor_47,45,No
L03423,Referral,PGDM,2025-04-26,Yes,No,2,3,Counselor_39,45,No
L03424,Website,MSC,2025-04-27,Yes,No,5,0,Counselor_34,95,No
L03425,Referral,MSC,2025-03-12,Yes,Yes,1,2,Counselor_35,25,No
L03426,LinkedIn,BCA,2025-03-24,No,No,0,2,Counselor_45,55,No
L03427,Instagram,PGDM,2025-03-11,No,No,2,1,Counselor_40,26,No
L03428,Referral,MBA,2025-04-29,Yes,Yes,4,3,Counselor_28,31,No
L03429,Referral,PGCP,2025-02-20,Yes,No,1,4,Counselor_6,37,No
L03430,LinkedIn,BSC,2025-03-23,Yes,Yes,5,2,Counselor_50,78,No
L03431,Google Ads,BCOM,2025-04-19,Yes,Yes,6,1,Counselor_5,31,No
L03432,Website,PGDM,2025-03-29,Yes,Yes,6,1,Counselor_1,75,Yes
L03433,Referral,BA,2025-02-27,Yes,Yes,2,0,Counselor_36,94,No
L03434,Google Ads,MCA,2025-03-27,Yes,Yes,4,5,Counselor_23,23,No
L03435,Instagram,PGCP,2025-04-14,Yes,Yes,1,4,Counselor_32,81,Yes
L03436,LinkedIn,BSC,2025-03-09,Yes,No,4,1,Counselor_28,89,No
L03437,Facebook,MBA,2025-01-12,No,No,1,5,Counselor_11,78,No
L03438,WhatsApp,MCA,2025-03-17,Yes,Yes,4,3,Counselor_33,85,Yes
L03439,Referral,BCOM,2025-03-24,Yes,No,3,1,Counselor_12,90,No
L03440,Website,BCOM,2025-02-07,Yes,Yes,3,4,Counselor_35,33,No
L03441,LinkedIn,PGDM,2025-02-13,Yes,Yes,2,3,Counselor_21,83,Yes
L03442,Website,BCA,2025-04-18,Yes,Yes,6,4,Counselor_2,60,No
L03443,Website,MSC,2025-04-28,No,No,1,0,Counselor_50,76,No
L03444,Instagram,PGCP,2025-02-12,Yes,Yes,5,0,Counselor_9,95,No
L03445,Facebook,PGCP,2025-02-14,No,No,2,4,Counselor_29,30,No
L03446,Instagram,MCOM,2025-03-09,Yes,Yes,6,2,Counselor_50,25,No
L03447,Website,BA,2025-01-24,Yes,Yes,6,1,Counselor_34,77,No
L03448,YouTube,PGDM,2025-03-23,Yes,Yes,2,5,Counselor_2,38,No
L03449,Referral,MBA,2025-01-16,Yes,No,3,5,Counselor_1,28,No
L03450,WhatsApp,BSC,2025-01-05,Yes,Yes,1,3,Counselor_43,64,Yes
L03451,LinkedIn,MCA,2025-01-30,No,No,1,4,Counselor_14,35,No
L03452,Website,PGCP,2025-01-22,No,No,0,3,Counselor_41,45,No
L03453,Website,MCA,2025-04-14,Yes,Yes,4,5,Counselor_46,74,Yes
L03454,YouTube,PGDM,2025-01-31,Yes,No,6,2,Counselor_2,61,No
L03455,YouTube,MSC,2025-04-14,Yes,Yes,4,5,Counselor_39,67,No
L03456,YouTube,MCOM,2025-01-07,No,No,2,3,Counselor_14,66,No
L03457,Google Ads,MCOM,2025-05-01,Yes,Yes,6,0,Counselor_18,68,No
L03458,WhatsApp,PGDM,2025-04-29,No,No,0,5,Counselor_48,54,No
L03459,Referral,MCOM,2025-03-13,No,No,0,5,Counselor_23,90,No
L03460,WhatsApp,BSC,2025-01-21,No,No,1,1,Counselor_28,70,No
L03461,Google Ads,BCA,2025-02-10,Yes,Yes,6,3,Counselor_31,66,No
L03462,Website,BCA,2025-04-26,Yes,Yes,6,3,Counselor_50,91,Yes
L03463,Google Ads,MCOM,2025-02-01,No,No,2,3,Counselor_39,63,No
L03464,Website,PGDM,2025-01-04,No,No,1,2,Counselor_4,66,No
L03465,Website,BA,2025-01-23,Yes,Yes,2,5,Counselor_1,26,No
L03466,YouTube,MA,2025-02-05,Yes,No,5,1,Counselor_37,25,No
L03467,YouTube,BCOM,2025-01-30,No,No,1,1,Counselor_38,60,No
L03468,Google Ads,BSC,2025-04-11,No,No,2,5,Counselor_44,20,No
L03469,Referral,BCA,2025-04-29,Yes,Yes,3,4,Counselor_23,34,No
L03470,Facebook,MBA,2025-03-28,Yes,No,1,2,Counselor_22,22,No
L03471,LinkedIn,BCA,2025-01-13,Yes,Yes,1,1,Counselor_30,53,No
L03472,Referral,MA,2025-04-07,Yes,No,3,1,Counselor_6,32,No
L03473,Instagram,MCA,2025-01-31,Yes,Yes,3,1,Counselor_26,65,Yes
L03474,YouTube,MCOM,2025-01-20,Yes,No,4,1,Counselor_43,64,No
L03475,Instagram,MBA,2025-03-09,Yes,Yes,2,4,Counselor_46,64,Yes
L03476,Facebook,MSC,2025-02-03,Yes,Yes,1,4,Counselor_41,30,No
L03477,Referral,PGDM,2025-01-13,Yes,No,3,2,Counselor_23,60,No
L03478,Referral,BCOM,2025-03-31,Yes,No,2,3,Counselor_12,89,No
L03479,Instagram,PGCP,2025-02-28,Yes,Yes,4,0,Counselor_9,31,No
L03480,Facebook,BCOM,2025-02-17,No,No,2,5,Counselor_49,41,No
L03481,WhatsApp,MCOM,2025-04-24,Yes,No,1,4,Counselor_17,87,No
L03482,Instagram,BCA,2025-04-11,Yes,Yes,1,4,Counselor_40,27,No
L03483,WhatsApp,BA,2025-01-30,Yes,No,2,0,Counselor_16,63,No
L03484,Instagram,PGCP,2025-04-06,Yes,Yes,3,0,Counselor_46,62,No
L03485,LinkedIn,MCA,2025-04-28,Yes,No,4,1,Counselor_44,32,No
L03486,LinkedIn,MA,2025-02-05,No,No,2,4,Counselor_34,24,No
L03487,Google Ads,BCA,2025-02-14,No,No,0,5,Counselor_19,39,No
L03488,Website,MCA,2025-02-17,Yes,Yes,3,2,Counselor_3,38,No
L03489,LinkedIn,MA,2025-01-14,Yes,Yes,3,2,Counselor_29,68,Yes
L03490,Instagram,MSC,2025-04-02,Yes,Yes,6,2,Counselor_41,53,No
L03491,Referral,MSC,2025-03-08,No,No,0,5,Counselor_20,51,No
L03492,WhatsApp,BA,2025-02-17,Yes,No,1,5,Counselor_42,40,No
L03493,YouTube,BCOM,2025-01-16,Yes,Yes,1,3,Counselor_10,94,Yes
L03494,YouTube,BA,2025-01-17,Yes,No,3,0,Counselor_29,47,No
L03495,LinkedIn,BCA,2025-01-15,No,No,0,5,Counselor_40,30,No
L03496,Website,BCA,2025-03-04,Yes,No,2,0,Counselor_38,90,No
L03497,Referral,PGCP,2025-03-14,No,No,1,3,Counselor_14,78,No
L03498,WhatsApp,BCOM,2025-01-15,No,No,1,1,Counselor_37,85,No
L03499,YouTube,BCOM,2025-01-01,Yes,Yes,5,5,Counselor_40,30,No
L03500,Facebook,MA,2025-01-08,Yes,Yes,1,1,Counselor_1,36,No
L03501,WhatsApp,BCA,2025-02-01,Yes,Yes,1,1,Counselor_48,59,No
L03502,Facebook,MBA,2025-01-22,Yes,Yes,4,3,Counselor_4,50,No
L03503,Website,MCOM,2025-01-02,Yes,No,2,2,Counselor_27,78,No
L03504,Facebook,MCOM,2025-03-22,Yes,No,2,1,Counselor_28,89,No
L03505,Instagram,MBA,2025-01-10,No,No,2,5,Counselor_9,77,No
L03506,LinkedIn,MSC,2025-01-07,No,No,1,0,Counselor_16,51,No
L03507,Google Ads,PGCP,2025-01-08,Yes,Yes,2,0,Counselor_7,50,No
L03508,LinkedIn,PGDM,2025-04-12,Yes,Yes,5,5,Counselor_13,29,No
L03509,WhatsApp,BCA,2025-01-16,No,No,2,3,Counselor_15,73,No
L03510,Website,MA,2025-03-10,Yes,No,1,5,Counselor_45,81,No
L03511,Referral,PGCP,2025-03-18,Yes,No,5,5,Counselor_20,82,No
L03512,WhatsApp,BCOM,2025-01-24,Yes,Yes,2,0,Counselor_17,32,No
L03513,Website,BCOM,2025-04-27,Yes,Yes,2,2,Counselor_36,66,No
L03514,Website,BSC,2025-03-27,Yes,No,1,1,Counselor_14,78,No
L03515,Website,BCA,2025-02-17,Yes,Yes,5,0,Counselor_40,53,No
L03516,Google Ads,PGDM,2025-02-03,No,No,1,4,Counselor_31,38,No
